,base_color_a,base_color_b,base_color_lum,base_ori,button,correct_answer,reaction_time,response,stimulus_type,task,trial_color,trial_direction,trial_orientation,trial_position_x,trial_position_y,trial_type
255,80.0,75.0,70.0,135.0,j,1.0,0.7584296826089485,-1.0,1.0,2.0,4.6658330266484995,-1.0,1.2152700778050001,0.0,0.0,1.0
256,80.0,75.0,70.0,135.0,s,0.0,1.3584583621745878,-1.0,1.0,1.0,3.3327378761775002,1.0,0.85068905446349996,0.0,0.0,1.0
257,-80.0,75.0,70.0,135.0,f,0.0,0.70842688877473847,1.0,3.0,1.0,-4.6658330266484995,-1.0,0.60763503890250004,0.0,0.0,1.0
258,80.0,75.0,70.0,135.0,l,1.0,0.52510887401649597,1.0,2.0,2.0,3.3327378761775002,1.0,-2.4305401556100001,0.0,0.0,0.0
259,80.0,75.0,70.0,45.0,j,1.0,0.72515768059292895,-1.0,0.0,2.0,13.330951504710001,-1.0,-6.8784286403763009,0.0,0.0,1.0
260,80.0,75.0,70.0,45.0,l,1.0,0.76679921225240832,1.0,0.0,2.0,2.3329165133242498,1.0,9.7221606224400006,0.0,0.0,1.0
261,-80.0,75.0,70.0,135.0,j,0.0,1.2667285111369893,-1.0,0.0,1.0,-3.3327378761775002,1.0,-3.4270616194100998,0.0,0.0,0.0
262,-80.0,75.0,70.0,45.0,l,1.0,0.45847677867504899,1.0,0.0,2.0,-9.3983208108205503,1.0,4.8610803112200003,0.0,0.0,0.0
263,-80.0,75.0,70.0,45.0,j,1.0,1.0917272852711903,-1.0,2.0,2.0,-4.6658330266484995,-1.0,-1.7013781089269999,0.0,0.0,1.0
264,80.0,75.0,70.0,135.0,j,1.0,1.4667194454295895,-1.0,1.0,2.0,18.863296379164652,-1.0,9.7221606224400006,0.0,0.0,1.0
265,80.0,75.0,70.0,45.0,s,0.0,0.51681973838321937,-1.0,0.0,1.0,2.3329165133242498,1.0,2.4305401556100001,0.0,0.0,1.0
266,80.0,75.0,70.0,135.0,j,1.0,0.68345685122312716,-1.0,3.0,2.0,4.6658330266484995,-1.0,4.8610803112200003,0.0,0.0,0.0
267,-80.0,75.0,70.0,45.0,s,1.0,1.0167601555881447,-1.0,0.0,1.0,-3.3327378761775002,-1.0,2.4305401556100001,0.0,0.0,0.0
268,-80.0,75.0,70.0,135.0,s,0.0,1.4334132331960063,-1.0,2.0,1.0,-13.330951504710001,1.0,1.2152700778050001,0.0,0.0,0.0
269,80.0,75.0,70.0,45.0,s,1.0,1.1751166853491668,-1.0,1.0,1.0,13.330951504710001,-1.0,-4.8610803112200003,0.0,0.0,0.0
270,80.0,75.0,70.0,135.0,j,1.0,0.25844165618536863,-1.0,3.0,2.0,9.3983208108205503,-1.0,3.4270616194100998,0.0,0.0,0.0
271,-80.0,75.0,70.0,135.0,s,1.0,0.78339857981973182,-1.0,1.0,1.0,-3.3327378761775002,-1.0,-1.7013781089269999,0.0,0.0,0.0
272,-80.0,75.0,70.0,135.0,j,1.0,1.2750421640926106,-1.0,2.0,2.0,-9.3983208108205503,-1.0,1.2152700778050001,0.0,0.0,0.0
273,80.0,75.0,70.0,45.0,f,0.0,1.0334236673124906,1.0,0.0,1.0,1.6663689380887501,-1.0,2.4305401556100001,0.0,0.0,1.0
274,-80.0,75.0,70.0,135.0,j,0.0,0.91677395370879822,-1.0,0.0,2.0,-3.3327378761775002,1.0,-1.2152700778050001,0.0,0.0,0.0
275,-80.0,75.0,70.0,135.0,s,0.0,0.46679299739662383,-1.0,3.0,1.0,-6.6654757523550003,1.0,-0.85068905446349996,0.0,0.0,1.0
276,80.0,75.0,70.0,45.0,f,0.0,0.83350086836935589,1.0,0.0,1.0,2.3329165133242498,-1.0,-9.7221606224400006,0.0,0.0,1.0
277,-80.0,75.0,70.0,135.0,l,1.0,1.5417455877372959,1.0,3.0,2.0,-26.661903009420001,1.0,-1.2152700778050001,0.0,0.0,1.0
278,-80.0,75.0,70.0,135.0,s,0.0,0.65010445519646964,-1.0,0.0,1.0,-3.3327378761775002,1.0,-1.7013781089269999,0.0,0.0,0.0
279,80.0,75.0,70.0,45.0,s,1.0,1.0917338422291323,-1.0,3.0,1.0,3.3327378761775002,-1.0,3.4270616194100998,0.0,0.0,0.0
280,80.0,75.0,70.0,135.0,s,1.0,0.55008375801526199,-1.0,1.0,1.0,13.330951504710001,-1.0,-0.85068905446349996,0.0,0.0,1.0
281,-80.0,75.0,70.0,135.0,l,0.0,0.5584393184867622,1.0,2.0,2.0,-3.3327378761775002,-1.0,1.7013781089269999,0.0,0.0,0.0
282,-80.0,75.0,70.0,45.0,l,1.0,0.85007030199631117,1.0,1.0,2.0,-6.6654757523550003,1.0,4.8610803112200003,0.0,0.0,0.0
283,80.0,75.0,70.0,45.0,j,1.0,0.49181406518846416,-1.0,1.0,2.0,13.330951504710001,-1.0,-1.7013781089269999,0.0,0.0,0.0
284,-80.0,75.0,70.0,135.0,s,0.0,1.1167412259346747,-1.0,3.0,1.0,-6.6654757523550003,1.0,-4.8610803112200003,0.0,0.0,1.0
285,80.0,75.0,70.0,45.0,j,1.0,1.0167156823058576,-1.0,0.0,2.0,13.330951504710001,-1.0,-1.2152700778050001,0.0,0.0,1.0
286,-80.0,75.0,70.0,135.0,f,0.0,1.0000895167354429,1.0,3.0,1.0,-18.863296379164652,-1.0,9.7221606224400006,0.0,0.0,1.0
287,80.0,75.0,70.0,45.0,j,1.0,0.58345439949107458,-1.0,0.0,2.0,1.6663689380887501,-1.0,-2.4305401556100001,0.0,0.0,1.0
288,80.0,75.0,70.0,135.0,f,1.0,0.65844747192204522,1.0,1.0,1.0,9.3983208108205503,1.0,1.2152700778050001,0.0,0.0,1.0
289,80.0,75.0,70.0,45.0,s,0.0,0.63341186478783129,-1.0,0.0,1.0,3.3327378761775002,1.0,1.7013781089269999,0.0,0.0,1.0
290,-80.0,75.0,70.0,135.0,j,1.0,1.9334297681343742,-1.0,3.0,2.0,-4.6658330266484995,-1.0,0.60763503890250004,0.0,0.0,1.0
291,-80.0,75.0,70.0,135.0,s,0.0,0.55008147733406076,-1.0,3.0,1.0,-1.6663689380887501,1.0,0.60763503890250004,0.0,0.0,1.0
292,80.0,75.0,70.0,45.0,j,1.0,0.36676061172420305,-1.0,1.0,2.0,4.6658330266484995,-1.0,-2.4305401556100001,0.0,0.0,0.0
293,-80.0,75.0,70.0,135.0,j,0.0,0.75844365178136286,-1.0,3.0,2.0,-3.3327378761775002,1.0,-0.60763503890250004,0.0,0.0,1.0
294,-80.0,75.0,70.0,135.0,j,1.0,0.48336015034237789,-1.0,0.0,2.0,-13.330951504710001,-1.0,1.2152700778050001,0.0,0.0,0.0
295,80.0,75.0,70.0,135.0,j,0.0,1.1417682805144977,-1.0,1.0,2.0,26.661903009420001,1.0,-0.60763503890250004,0.0,0.0,1.0
296,80.0,75.0,70.0,45.0,l,1.0,0.41680958935194212,1.0,0.0,2.0,26.661903009420001,1.0,1.7013781089269999,0.0,0.0,1.0
297,80.0,75.0,70.0,45.0,s,1.0,0.42516999627105179,-1.0,0.0,1.0,9.3983208108205503,-1.0,-1.7013781089269999,0.0,0.0,1.0
298,-80.0,75.0,70.0,45.0,s,0.0,1.0584421693383774,-1.0,3.0,1.0,-3.3327378761775002,1.0,2.4305401556100001,0.0,0.0,0.0
299,-80.0,75.0,70.0,45.0,j,1.0,0.74183174046765998,-1.0,3.0,2.0,-9.3983208108205503,-1.0,-1.7013781089269999,0.0,0.0,0.0
300,-80.0,75.0,70.0,45.0,j,1.0,1.2667464715009373,-1.0,2.0,2.0,-6.6654757523550003,-1.0,-0.60763503890250004,0.0,0.0,1.0
