,base_color_a,base_color_b,base_color_lum,base_ori,stimulus_type,task,trial_color,trial_end,trial_orientation,trial_position_x,trial_position_y,trial_start,trial_type
0,-80.0,75.0,70.0,45.0,75.0,2.0,-1.0,2.46875,2.0,0.0,0.0,1.94831991196,1.0
